date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2020-07-03,18.7,15.2,22.7,2.1,,276.6,13.8,35.2,1014,
2020-07-04,19.7,15,24.2,1.3,,232.3,15.6,42.6,1014.6,
2020-07-05,21.3,17.9,25.3,0.2,,235.1,18.1,50,1009.9,
2020-07-06,18,14.9,19.9,0,,263.3,21.1,59.3,1010.3,
2020-07-07,15.4,11.5,19.3,0.4,,274.2,15.9,35.2,1017,
2020-07-08,14.8,12.4,17.3,2.9,,265.5,12.9,31.5,1015.1,
2020-07-09,15.6,13.3,18,8.1,,207,10.4,29.6,1013.7,
2020-07-10,17.6,13.8,21,6.3,,238.7,14.2,53.7,1009.6,
2020-07-11,15,10.6,19.3,0,,292.9,13.5,33.3,1021.1,
2020-07-12,15.1,9.8,19.7,0,,304.6,12,31.5,1026.1,
2020-07-13,16.8,9.9,22.9,0,,268.8,7.8,24.1,1023.9,
2020-07-14,19.9,11.8,26.8,0,,174.3,10.4,27.8,1015.2,
2020-07-15,16.1,14.4,18.4,9.4,,319.7,10,22.2,1011.9,
2020-07-16,15.4,12.3,18.6,0,,308,10.9,29.6,1015,
2020-07-17,16.4,11.2,20.5,0,,312.2,10.6,27.8,1018.3,
2020-07-18,19.8,13.5,25.6,0,,18.9,6.5,16.7,1019.5,
2020-07-19,21.9,15.5,28.3,0.7,,139.1,6.2,22.2,1016,
2020-07-20,19.4,15.3,22.4,2.4,,284.4,11.6,38.9,1015.5,
2020-07-21,16.5,12,20.6,0,,309,11.7,35.2,1021.1,
2020-07-22,15.9,10.9,20.1,0,,299.3,11,29.6,1021.8,
2020-07-23,17.2,13,21.9,0,,309.5,7.5,24.1,1017.1,
2020-07-24,19.2,12.9,25,0,,232.7,13.5,40.8,1010.6,
2020-07-25,19.4,14.1,24.3,0,,250.6,8.7,24.1,1011.9,
2020-07-26,19.4,16.3,22.2,3,,203.8,11.8,33.3,1010.3,
2020-07-27,19.7,13.8,24.9,0,,195.5,7.8,25.9,1015.8,
2020-07-28,21.4,17.6,25.4,0,,242.1,15.9,42.6,1009.2,
2020-07-29,18.1,14.1,22.2,0,,277.9,15.7,46.3,1016.5,
2020-07-30,16.8,11.2,22.2,0,,287.2,12.1,33.3,1020.1,
2020-07-31,18.5,12.3,24.8,0,,322.6,10.1,27.8,1018.7,
2020-08-01,21.3,13.3,28.9,0,,105,11.5,25.9,1016.2,
2020-08-02,21,17.9,25.2,3.5,,263.6,9.6,25.9,1012.1,
2020-08-03,17.9,15.9,20.8,0,,334.6,11.7,27.8,1011.5,
2020-08-04,16.9,12.7,20.7,0,,339.3,10.4,27.8,1013.5,
2020-08-05,19.3,11.4,26.7,0,,176.3,9.6,25.9,1018.1,
2020-08-06,22,14.2,29.2,0,,123.8,12.5,29.6,1021.2,
2020-08-07,24.2,17.4,30.7,0,,95.7,10.7,25.9,1021.9,
2020-08-08,27.1,19.5,34.6,0,,116.1,8.9,22.2,1019.6,
2020-08-09,26.7,20.3,32.7,0,,108,9.3,25.9,1017.7,
2020-08-10,25.3,21.3,29.7,0,,86.7,10.7,29.6,1017.6,
2020-08-11,25.4,19.6,31.3,0,,75.9,14.4,33.3,1019.2,
2020-08-12,24.3,17.9,30.6,0,,84.3,13.5,29.6,1019.3,
2020-08-13,24.5,17.6,31.2,0,,92.9,11.4,25.9,1014.7,
2020-08-14,23.6,20.4,27.7,0,,110.3,9.6,25.9,1012.4,
2020-08-15,23.1,17.3,28.9,0,,57.5,7.1,22.2,1013.6,
2020-08-16,24.1,18.1,30.5,0,,107.9,13.4,35.2,1014.1,
2020-08-17,23.6,16.7,30.2,0,,105.9,12.9,31.5,1010.2,
2020-08-18,19.9,18.2,22,4.1,,303.9,10.8,24.1,1009.2,
2020-08-19,19.8,16.6,24.2,2.9,,317,8.9,24.1,1010.3,
2020-08-20,22.5,15.7,29.3,0,,165.5,10.3,29.6,1010.3,
2020-08-21,25.9,18.8,33.6,0,,186.4,12,33.3,1010.7,
2020-08-22,22.8,18.9,24.8,0,,249.6,12.4,35.2,1012.8,
2020-08-23,19.7,16,23.5,0,,249.6,15.1,44.5,1013.4,
2020-08-24,17.6,14.9,20.6,0.4,,257.5,13.7,33.3,1013.7,
2020-08-25,17.5,13.6,21.5,0.1,,246.3,12.2,31.5,1012.2,
2020-08-26,16.6,15.8,18,11.6,,221.9,22.1,66.7,1003.5,
2020-08-27,16.3,12.9,18.6,1.5,,277.2,21.9,57.4,1011.7,
2020-08-28,15.8,11.6,20.8,0,,167.1,11.7,33.3,1005.6,
2020-08-29,17.5,14.5,21.4,0,,228.8,11,31.5,1003.7,
2020-08-30,17.2,12.9,21.5,8.3,,33.6,8.6,27.8,1007.7,
2020-08-31,16.4,14,19.7,5.1,,329.2,10.9,27.8,1014,
2020-09-01,14.9,11.2,18.2,0,,30.2,10.8,27.8,1017.9,
2020-09-02,13.4,10.6,16,2.7,,304.6,10.5,25.9,1016.8,
2020-09-03,16.5,12.5,21.3,6.4,,256.1,13,31.5,1018.3,
2020-09-04,18.1,15.6,21.9,5.8,,235.3,13.6,31.5,1018.7,
2020-09-05,15.8,12.7,17.1,2.7,,259.6,11.1,29.6,1016.3,
2020-09-06,13.8,10.5,17.8,0,,266.4,12.4,35.2,1017.8,
2020-09-07,13.4,9.5,18,0,,269.1,10.4,27.8,1022.1,
2020-09-08,15.9,10.3,20.7,0,,233.8,14,37,1023.7,
2020-09-09,18.9,14.2,23.7,0,,242.4,13,35.2,1020.2,
2020-09-10,15.7,12,18.5,0,,302.2,12.4,29.6,1020,
2020-09-11,15.3,9.5,21.7,0,,159.1,8,22.2,1018.2,
2020-09-12,17.2,9.5,25,0,,230.9,12.4,37,1017.7,
2020-09-13,17.3,12.3,22.9,0,,246.4,11.2,29.6,1024.4,
2020-09-14,19.9,12.2,28.5,0,,170.7,8.7,22.2,1026.5,
2020-09-15,21.9,15,30.3,0,,141.1,12.7,29.6,1021.6,
2020-09-16,20.9,15,27.6,0,,284.4,12.1,35.2,1017.1,
2020-09-17,15.2,10.4,18.3,0,,11.1,13.7,33.3,1026.5,
2020-09-18,12.1,5.9,18.9,0,,80.4,8.7,20.4,1029.4,
2020-09-19,13.2,6.4,20.3,0,,94,12.4,31.5,1024,
2020-09-20,14.3,8,21.5,0,,84.8,12.8,29.6,1020,
2020-09-21,15.4,8.4,23.4,0,,92.7,10,24.1,1017.8,
2020-09-22,17.4,11,25.4,0,,152.4,9.7,24.1,1011.3,
2020-09-23,18.9,13.7,26,0,,193.5,8.9,22.2,1005.3,
2020-09-24,16.8,13.3,21.1,0,,208.9,12.1,31.5,1004.1,
2020-09-25,13.3,10.8,15.2,8.9,,260.2,8.7,25.9,997.9,
2020-09-26,10.1,9.5,10.7,15.5,,290,14.6,50,994.9,
2020-09-27,9.6,8,11.6,2.8,,210.4,8.3,25.9,1003.1,
2020-09-28,12.1,8.3,17.5,0,,154.7,9.4,25.9,1011.1,
2020-09-29,12.5,9.7,16.7,0,,316.8,5.8,16.7,1015.8,
2020-09-30,12.8,8.4,18.3,0,,355.1,6.1,14.8,1016.1,
2020-10-01,12.4,9.3,15.8,0,,81,7.2,18.5,1008.1,
2020-10-02,14.2,11.6,17.6,0,,106.3,15.7,38.9,1001.9,
2020-10-03,16.3,12.4,21.7,0,,105.2,18.3,38.9,994.6,
2020-10-04,14.4,10,18.6,0,,209.9,11.8,37,997.9,
2020-10-05,11.7,8.4,15.6,0.7,,146.1,10.1,24.1,1004,
2020-10-06,11.8,9.2,14.5,1.3,,194.8,16.7,37,1003.1,
2020-10-07,12.2,10.6,14.5,2.4,,219.2,14.1,29.6,1006.7,
2020-10-08,12.2,9.9,14.4,3.2,,215.6,16.8,40.8,1015.2,
2020-10-09,13.4,11.8,15.3,2.6,,230.2,12.4,35.2,1016,
2020-10-10,10.7,6.6,12.4,0.5,,239.3,11.5,33.3,1016.6,
2020-10-11,7.8,4.5,11.5,0,,215.8,11.9,27.8,1017.6,
2020-10-12,7.8,5.1,11.5,0,,248.1,9.7,24.1,1017.1,
2020-10-13,7.2,3.8,10.8,0,,1.2,9.3,31.5,1015.4,
2020-10-14,9.2,8.5,9.8,14.4,,359.3,22.7,53.7,1009.7,
2020-10-15,10.2,9.6,10.6,9,,4.6,17.4,37,1014.6,
2020-10-16,9.1,7.9,10.3,1,,10.4,13.2,27.8,1019.6,
2020-10-17,8.5,7.2,10.4,1.2,,347.3,7.4,20.4,1018.6,
2020-10-18,8,6.4,9.6,0.5,,269.1,17.2,42.6,1017.2,
2020-10-19,8.3,6.5,11.4,0,,246.3,11.2,25.9,1021.7,
2020-10-20,8.6,4.7,12.5,1.1,,164,14.8,33.3,1016.8,
2020-10-21,12.2,10.4,15.1,2.9,,184.2,15.8,33.3,1009.8,
2020-10-22,15.3,12.3,19.5,0,,214.3,17.2,37,1011.1,
2020-10-23,13.8,12.2,16.1,4.2,,228.3,8.7,25.9,1011.6,
2020-10-24,12.9,10.4,16.3,1.3,,232.2,12.7,33.3,1012.4,
2020-10-25,12.6,9.6,17.1,0,,174.2,16.5,35.2,1008.5,
2020-10-26,11,9.6,12.6,1.8,,195.7,9.7,24.1,1003.8,
2020-10-27,9.5,7.6,12.3,0,,200.2,14.6,33.3,1008,
2020-10-28,10.1,8.1,13.1,0.4,,191.9,16.8,33.3,1009.3,
2020-10-29,9.7,8,11.3,2.7,,234.4,17.1,42.6,1012,
2020-10-30,10.3,7.1,13,12.7,,233.6,14.4,35.2,1015.7,
2020-10-31,13.1,11.8,14.8,6.1,,233.7,10.3,29.6,1020.5,
2020-11-01,12.3,10.5,13.9,0.6,,184.5,14.2,29.6,1014,
2020-11-02,16,13.5,18.8,4.4,,205.6,17.8,35.2,1009.8,
2020-11-03,12.2,7.6,16,0,,247.4,12.9,31.5,1020.2,
2020-11-04,7.7,5.2,10.5,0,,255.3,12.9,33.3,1028.9,
2020-11-05,7.1,3.8,9.9,0,,257.6,13.6,31.5,1035.5,
2020-11-06,9.7,8.2,11.9,0,,260.3,11,29.6,1033.7,
2020-11-07,8.1,3.4,12.7,0,,158.8,10,22.2,1028.4,
2020-11-08,5.8,2,11.2,0,,131.2,7.3,22.2,1025.6,
2020-11-09,6.2,4.8,7.9,0,,106.5,13.5,25.9,1027.7,
2020-11-10,5.8,4.9,7.3,0,,119.1,13.2,25.9,1029,
2020-11-11,5.4,3.8,7,0,,140.8,8.8,20.4,1027,
2020-11-12,7.3,5.5,9.7,0,,164.6,11.3,25.9,1021,
2020-11-13,7.6,5.5,10.8,0,,202.7,11.1,22.2,1019.5,
2020-11-14,10.1,7.9,12.7,0,,198.3,10.7,22.2,1018.1,
2020-11-15,10.6,8.5,14.7,0,,174.4,16.9,35.2,1013.2,
2020-11-16,10,8.7,12.1,2.2,,209.1,15.5,35.2,1012,
2020-11-17,9.8,8.4,10.8,1.6,,225,15.4,31.5,1022.3,
2020-11-18,10.3,8.4,12.6,0,,207.2,14.6,29.6,1023.5,
2020-11-19,9.1,5.5,11.2,0.2,,243.1,21.5,53.7,1015.6,
2020-11-20,4,1.2,6,0,,277.3,15.2,38.9,1029.2,
2020-11-21,3.7,0.7,6.4,0.1,,212.5,16.5,38.9,1030.1,
2020-11-22,7.5,6.1,9,1.2,,239.7,18.2,38.9,1022.1,
2020-11-23,6.7,5.1,8.3,0,,264.4,16.4,42.6,1024.6,
2020-11-24,4.5,2.4,7.6,0,,206.4,12.5,25.9,1025.3,
2020-11-25,2.5,1.1,4.8,0,,180.3,11.1,22.2,1020.5,
2020-11-26,4.2,1,7.1,0,,227.3,10.7,22.2,1020.3,
2020-11-27,5.1,2.7,6.3,0,,350.9,5.4,16.7,1022.2,
2020-11-28,2.5,1.2,3.7,0,,23.9,6.2,16.7,1025.3,
2020-11-29,2.9,1.5,4.7,0,,330.8,11.4,25.9,1026.7,
2020-11-30,1.1,0.5,1.9,0,,243.9,11,24.1,1023.9,
2020-12-01,1.4,0.2,3.2,0.3,,151,12.1,27.8,1017.1,
2020-12-02,0.1,-1.7,2.2,0,,119.9,11.3,25.9,1020.1,
2020-12-03,-1.1,-2.5,0.3,0,,146.9,15.3,33.3,1007.4,
2020-12-04,0.5,-2.1,2.9,0,,125,16.7,33.3,996.3,
2020-12-05,3.2,1.1,6.2,0,,129.8,13,33.3,1000,
2020-12-06,6.7,3.9,9.4,0,,105.2,17.7,37,1001.6,
2020-12-07,6.3,3.9,8.1,0,,132.8,15.9,40.8,1002.1,
2020-12-08,4.6,3.1,6.4,0,,101.6,12,27.8,1007.2,
2020-12-09,3.2,1.9,4.1,2.4,,100.8,15.5,29.6,1010.5,
2020-12-10,0.4,-0.9,1.8,0,,96.4,12.4,29.6,1010,
2020-12-11,0.2,-0.9,1.2,0,,117,14.3,33.3,1004.3,
2020-12-12,1.8,1,2.9,0.1,,107.1,14.1,31.5,1002,
2020-12-13,2.3,1.5,3.2,0,,93.1,6.2,18.5,1010.7,
2020-12-14,4.7,2.4,7.2,0,,161.4,13.3,29.6,1013.6,
2020-12-15,5.7,3.5,7.4,0.4,,167.9,13.5,27.8,1013,
2020-12-16,6.8,5.5,7.8,0.3,,192.5,8.7,25.9,1019.7,
2020-12-17,6,3.9,8.4,0.4,,176.9,14.3,29.6,1020.5,
2020-12-18,5.5,3.7,8.1,0,,199.1,11.7,24.1,1024.1,
2020-12-19,4.2,2.2,7.3,0,,160.8,14.7,27.8,1020.9,
2020-12-20,4.4,2.8,6.6,0.4,,164,13.7,27.8,1021.1,
2020-12-21,5.1,3.8,7.4,1.4,,189.5,12.9,31.5,1021,
2020-12-22,9,5.2,11.9,8.7,,228.5,19.8,44.5,1010.1,
2020-12-23,7.7,6.5,9.2,4.9,,171.7,9.7,25.9,1012.3,
2020-12-24,6.6,3.5,8.6,5.1,,268.7,17.9,44.5,1005.2,
2020-12-25,2.5,1.3,3.5,0.2,,314,14.7,29.6,1017.3,
2020-12-26,1.3,-0.1,2.4,0,,238.2,15.4,35.2,1019.3,
2020-12-27,2.1,1.1,3.6,0,,169.9,26,53.7,999.7,
2020-12-28,2.2,1.2,4.3,0.5,,134.7,16.1,42.6,984.3,
2020-12-29,2.3,1,4.1,1.1,,187.1,12.5,27.8,987.8,
2020-12-30,2,0.2,4.3,0,,196.8,13.8,29.6,1001.2,
2020-12-31,2.1,1.2,4.4,0.1,,185,12.8,25.9,1006.1,
